ItemNumber,BrandName,QuantityBreak,CatalogPrice,StandardNetPrice,DiscountCode,AddColorPrice,AddColorNetPrice,AddColorDiscountCode,PriceMethod,Select an Option Below,PrintMethod,PricingKey,SetupChargeCatalogPrice,NetSetupCharge,SetupChargeDiscountCode
118,Perfect Line,300,0.99,0.594,C,0.13,0.078,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
118,Perfect Line,600,0.79,0.474,C,0.13,0.078,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
118,Perfect Line,1200,0.69,0.414,C,0.13,0.078,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
118,Perfect Line,2400,0.59,0.354,C,0.13,0.078,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
118,Perfect Line,4800,0.54,0.324,C,0.13,0.078,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
118,Perfect Line,1,0.54,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
118,Perfect Line,300,1.59,0.954,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
118,Perfect Line,600,1.39,0.834,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
118,Perfect Line,1200,1.29,0.774,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
118,Perfect Line,2400,1.19,0.714,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
118,Perfect Line,4800,1.14,0.684,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
118,Perfect Line,1,1.14,0.001,C,,,,4 Color Process,Order Sample,Random Sample,RS,,,
118,Perfect Line,300,0.79,0.474,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
118,Perfect Line,600,0.69,0.414,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
118,Perfect Line,1200,0.59,0.354,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
118,Perfect Line,2400,0.54,0.324,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
118,Perfect Line,4800,0.54,0.324,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
118,Perfect Line,300,1.69,1.014,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
118,Perfect Line,600,1.49,0.894,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
118,Perfect Line,1200,1.39,0.834,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
118,Perfect Line,2400,1.29,0.774,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
118,Perfect Line,4800,1.19,0.714,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
118,Perfect Line,1,1.19,0.001,C,,,,Debossed,Order Sample,Random Sample,RS,,,
118,Perfect Line,300,1.69,1.014,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
118,Perfect Line,600,1.49,0.894,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
118,Perfect Line,1200,1.39,0.834,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
118,Perfect Line,2400,1.29,0.774,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
118,Perfect Line,4800,1.19,0.714,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
118,Perfect Line,1,1.19,0.001,C,,,,Hot Stamp,Order Sample,Random Sample,RS,,,
120,Perfect Line,300,1.29,0.774,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
120,Perfect Line,600,1.09,0.654,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
120,Perfect Line,1200,0.99,0.594,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
120,Perfect Line,2400,0.89,0.534,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
120,Perfect Line,4800,0.79,0.474,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
120,Perfect Line,300,1.43,0.858,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
120,Perfect Line,600,1.23,0.738,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
120,Perfect Line,1200,1.13,0.678,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
120,Perfect Line,2400,1.03,0.618,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
120,Perfect Line,4800,0.93,0.558,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
120,Perfect Line,1,0.93,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
121,Perfect Line,300,1.19,0.714,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
121,Perfect Line,600,0.99,0.594,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
121,Perfect Line,1200,0.89,0.534,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
121,Perfect Line,2400,0.79,0.474,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
121,Perfect Line,4800,0.69,0.414,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
121,Perfect Line,300,1.33,0.798,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
121,Perfect Line,600,1.13,0.678,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
121,Perfect Line,1200,1.03,0.618,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
121,Perfect Line,2400,0.93,0.558,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
121,Perfect Line,4800,0.83,0.498,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
121,Perfect Line,1,0.83,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
125,Perfect Line,300,1.29,0.774,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
125,Perfect Line,600,1.09,0.654,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
125,Perfect Line,1200,0.99,0.594,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
125,Perfect Line,2400,0.89,0.534,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
125,Perfect Line,4800,0.79,0.474,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
125,Perfect Line,300,1.43,0.858,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
125,Perfect Line,600,1.23,0.738,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
125,Perfect Line,1200,1.13,0.678,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
125,Perfect Line,2400,1.03,0.618,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
125,Perfect Line,4800,0.93,0.558,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
125,Perfect Line,1,0.93,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
126,Perfect Line,300,1.19,0.714,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
126,Perfect Line,600,0.99,0.594,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
126,Perfect Line,1200,0.89,0.534,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
126,Perfect Line,2400,0.79,0.474,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
126,Perfect Line,4800,0.69,0.414,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
126,Perfect Line,300,1.33,0.798,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
126,Perfect Line,600,1.13,0.678,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
126,Perfect Line,1200,1.03,0.618,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
126,Perfect Line,2400,0.93,0.558,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
126,Perfect Line,4800,0.83,0.498,C,0.1,0.08,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
126,Perfect Line,1,0.83,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
300,Perfect Line,250,1.54,0.924,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
300,Perfect Line,500,1.34,0.804,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
300,Perfect Line,1000,1.24,0.744,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
300,Perfect Line,2500,1.14,0.684,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
300,Perfect Line,5000,1.04,0.624,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
300,Perfect Line,1,1.04,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
300,Perfect Line,250,2.34,1.404,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
300,Perfect Line,500,2.14,1.284,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
300,Perfect Line,1000,2.04,1.224,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
300,Perfect Line,2500,1.94,1.164,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
300,Perfect Line,5000,1.84,1.104,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
300,Perfect Line,1,1.84,0.001,C,,,,4 Color Process,Order Sample,Random Sample,RS,,,
300,Perfect Line,250,1.34,0.804,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
300,Perfect Line,500,1.24,0.744,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
300,Perfect Line,1000,1.14,0.684,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
300,Perfect Line,2500,1.04,0.624,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
300,Perfect Line,5000,1.04,0.624,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
300,Perfect Line,250,2.19,1.314,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
300,Perfect Line,500,1.99,1.194,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
300,Perfect Line,1000,1.89,1.134,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
300,Perfect Line,2500,1.79,1.074,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
300,Perfect Line,5000,1.69,1.014,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
300,Perfect Line,1,1.69,0.001,C,,,,Debossed,Order Sample,Random Sample,RS,,,
300,Perfect Line,250,2.19,1.314,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
300,Perfect Line,500,1.99,1.194,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
300,Perfect Line,1000,1.89,1.134,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
300,Perfect Line,2500,1.79,1.074,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
300,Perfect Line,5000,1.69,1.014,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
300,Perfect Line,1,1.69,0.001,C,,,,Hot Stamp,Order Sample,Random Sample,RS,,,
303,Perfect Line,250,1.49,0.894,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
303,Perfect Line,500,1.29,0.774,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
303,Perfect Line,1000,1.19,0.714,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
303,Perfect Line,2500,1.09,0.654,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
303,Perfect Line,5000,0.99,0.594,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
303,Perfect Line,1,0.99,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
303,Perfect Line,250,2.29,1.374,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
303,Perfect Line,500,2.09,1.254,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
303,Perfect Line,1000,1.99,1.194,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
303,Perfect Line,2500,1.89,1.134,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
303,Perfect Line,5000,1.79,1.074,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
303,Perfect Line,1,1.79,0.001,C,,,,4 Color Process,Order Sample,Random Sample,RS,,,
303,Perfect Line,250,1.29,0.774,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
303,Perfect Line,500,1.19,0.714,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
303,Perfect Line,1000,1.09,0.654,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
303,Perfect Line,2500,0.99,0.594,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
303,Perfect Line,5000,0.99,0.594,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
303,Perfect Line,250,2.09,1.254,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
303,Perfect Line,500,1.94,1.164,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
303,Perfect Line,1000,1.84,1.104,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
303,Perfect Line,2500,1.74,1.044,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
303,Perfect Line,5000,1.64,0.984,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
303,Perfect Line,1,1.64,0.001,C,,,,Debossed,Order Sample,Random Sample,RS,,,
303,Perfect Line,250,2.09,1.254,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
303,Perfect Line,500,1.94,1.164,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
303,Perfect Line,1000,1.84,1.104,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
303,Perfect Line,2500,1.74,1.044,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
303,Perfect Line,5000,1.64,0.984,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
303,Perfect Line,1,1.64,0.001,C,,,,Hot Stamp,Order Sample,Random Sample,RS,,,
304,Perfect Line,250,1.64,0.984,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
304,Perfect Line,500,1.49,0.894,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
304,Perfect Line,1000,1.39,0.834,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
304,Perfect Line,2500,1.29,0.774,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
304,Perfect Line,5000,1.19,0.714,C,0.16,0.096,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
304,Perfect Line,1,1.19,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
304,Perfect Line,250,2.44,1.464,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
304,Perfect Line,500,2.29,1.374,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
304,Perfect Line,1000,2.19,1.314,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
304,Perfect Line,2500,2.09,1.254,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
304,Perfect Line,5000,1.99,1.194,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
304,Perfect Line,1,1.99,0.001,C,,,,4 Color Process,Order Sample,Random Sample,RS,,,
304,Perfect Line,250,1.49,0.894,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
304,Perfect Line,500,1.39,0.834,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
304,Perfect Line,1000,1.29,0.774,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
304,Perfect Line,2500,1.19,0.714,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
304,Perfect Line,5000,1.19,0.714,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
304,Perfect Line,250,2.29,1.374,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
304,Perfect Line,500,2.14,1.284,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
304,Perfect Line,1000,2.04,1.224,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
304,Perfect Line,2500,1.94,1.164,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
304,Perfect Line,5000,1.84,1.104,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
304,Perfect Line,1,1.84,0.001,C,,,,Debossed,Order Sample,Random Sample,RS,,,
304,Perfect Line,250,2.29,1.374,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
304,Perfect Line,500,2.14,1.284,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
304,Perfect Line,1000,2.04,1.224,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
304,Perfect Line,2500,1.94,1.164,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
304,Perfect Line,5000,1.84,1.104,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
304,Perfect Line,1,1.84,0.001,C,,,,Hot Stamp,Order Sample,Random Sample,RS,,,
310,Perfect Line,250,0.6,0.36,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
310,Perfect Line,500,0.5,0.3,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
310,Perfect Line,1000,0.45,0.27,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
310,Perfect Line,2500,0.4,0.24,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
310,Perfect Line,5000,0.35,0.21,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
310,Perfect Line,1,0.35,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
310,Perfect Line,250,1.1,0.66,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
310,Perfect Line,500,1,0.6,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
310,Perfect Line,1000,0.95,0.57,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
310,Perfect Line,2500,0.9,0.54,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
310,Perfect Line,5000,0.85,0.51,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
310,Perfect Line,1,0.85,0.001,C,,,,4 Color Process,Order Sample,Random Sample,RS,,,
310,Perfect Line,250,0.49,0.294,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
310,Perfect Line,500,0.44,0.264,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
310,Perfect Line,1000,0.39,0.234,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
310,Perfect Line,2500,0.34,0.204,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
310,Perfect Line,5000,0.34,0.204,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
310,Perfect Line,250,1.29,0.774,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
310,Perfect Line,500,1.19,0.714,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
310,Perfect Line,1000,1.14,0.684,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
310,Perfect Line,2500,1.09,0.654,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
310,Perfect Line,5000,1.06,0.636,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
310,Perfect Line,1,1.06,0.001,C,,,,Debossed,Order Sample,Random Sample,RS,,,
310,Perfect Line,250,1.29,0.774,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
310,Perfect Line,500,1.19,0.714,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
310,Perfect Line,1000,1.14,0.684,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
310,Perfect Line,2500,1.09,0.654,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
310,Perfect Line,5000,1.06,0.636,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
310,Perfect Line,1,1.06,0.001,C,,,,Hot Stamp,Order Sample,Random Sample,RS,,,
325,Perfect Line,250,0.55,0.33,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
325,Perfect Line,500,0.45,0.27,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
325,Perfect Line,1000,0.4,0.24,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
325,Perfect Line,2500,0.35,0.21,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
325,Perfect Line,5000,0.32,0.192,C,0.12,0.096,G,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
325,Perfect Line,1,0.32,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
325,Perfect Line,250,1.05,0.63,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
325,Perfect Line,500,0.95,0.57,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
325,Perfect Line,1000,0.9,0.54,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
325,Perfect Line,2500,0.85,0.51,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
325,Perfect Line,5000,0.82,0.492,C,,,,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
325,Perfect Line,1,0.82,0.001,C,,,,4 Color Process,Order Sample,Random Sample,RS,,,
325,Perfect Line,250,0.44,0.264,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
325,Perfect Line,500,0.39,0.234,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
325,Perfect Line,1000,0.34,0.204,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
325,Perfect Line,2500,0.31,0.186,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
325,Perfect Line,5000,0.31,0.186,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
325,Perfect Line,250,1.24,0.744,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
325,Perfect Line,500,1.14,0.684,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
325,Perfect Line,1000,1.09,0.654,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
325,Perfect Line,2500,1.04,0.624,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
325,Perfect Line,5000,1.01,0.606,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
325,Perfect Line,1,1.01,0.001,C,,,,Debossed,Order Sample,Random Sample,RS,,,
325,Perfect Line,250,1.24,0.744,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
325,Perfect Line,500,1.14,0.684,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
325,Perfect Line,1000,1.09,0.654,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
325,Perfect Line,2500,1.04,0.624,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
325,Perfect Line,5000,1.01,0.606,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
325,Perfect Line,1,1.01,0.001,C,,,,Hot Stamp,Order Sample,Random Sample,RS,,,
400,Perfect Line,100,1.69,1.014,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
400,Perfect Line,250,1.49,0.894,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
400,Perfect Line,500,1.39,0.834,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
400,Perfect Line,1000,1.29,0.774,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
400,Perfect Line,2500,1.24,0.744,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
400,Perfect Line,1,1.24,0.001,C,,,,1 Color 1 Location,Order Sample,Random Sample,RS,,,
400,Perfect Line,100,2.69,1.614,C,0,0,G,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
400,Perfect Line,250,2.49,1.494,C,0,0,G,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
400,Perfect Line,500,2.39,1.434,C,0,0,G,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
400,Perfect Line,1000,2.29,1.374,C,0,0,G,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
400,Perfect Line,2500,2.24,1.344,C,0,0,G,4 Color Process,Order Without Logo,See Price Method,P7,75,40,G
400,Perfect Line,1,2.24,0.001,C,,,,4 Color Process,Order Sample,Random Sample,RS,,,
400,Perfect Line,100,1.49,0.894,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
400,Perfect Line,250,1.39,0.834,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
400,Perfect Line,500,1.29,0.774,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
400,Perfect Line,1000,1.24,0.744,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
400,Perfect Line,2500,1.24,0.744,C,,,,Blank,Order Without Logo,See Price Method,P0,,,
400,Perfect Line,100,2.29,1.374,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
400,Perfect Line,250,2.09,1.254,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
400,Perfect Line,500,1.99,1.194,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
400,Perfect Line,1000,1.89,1.134,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
400,Perfect Line,2500,1.84,1.104,C,,,,Debossed,Order Without Logo,See Price Method,PD,100,80,G
400,Perfect Line,1,1.84,0.001,C,,,,Debossed,Order Sample,Random Sample,RS,,,
400,Perfect Line,100,2.29,1.374,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
400,Perfect Line,250,2.09,1.254,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
400,Perfect Line,500,1.99,1.194,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
400,Perfect Line,1000,1.89,1.134,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
400,Perfect Line,2500,1.84,1.104,C,,,,Hot Stamp,Order Without Logo,See Price Method,P8,100,80,G
400,Perfect Line,1,1.84,0.001,C,,,,Hot Stamp,Order Sample,Random Sample,RS,,,
403,Perfect Line,100,2.09,1.254,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
403,Perfect Line,250,1.99,1.194,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
403,Perfect Line,500,1.89,1.134,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
403,Perfect Line,1000,1.79,1.074,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
403,Perfect Line,2500,1.69,1.014,C,0.25,0.15,C,1 Color 1 Location,Order Without Logo,See Price Method,P2,50,40,G
